id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha,versions
foxtype,FoxType,0.16,2006-09-28,Ein etwas besserer Text-Datei-Betrachter mit UTF-8 Support,,,"text, viewer, UTF-8, UTF8, Unicode, DOS, Betrachter",Mateusz Viste,Mateusz Viste,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/foxtype.html,,,,dos,"GNU General Public License, Version 2",util,,236026945f2422dee106d3036af1a18b,edf173fbacb5bd692053af837be8947a67788c0ad1c181bf7637b5ff09d210f3,
fpc,FreePascal,3.0.2,2017-04-02,"Ein self-hosting 32-/64-bit Pascal Compiler (u.a fÅr Turbo- und Delphi-Dialekte, Teile benîtigen LFN Support)",,,"pascal, programmieren compiler",florian -at- freepascal.org,,http://www.freepascal.org/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/devel/pascal/freepascal/,http://sourceforge.net/projects/freepascal,,"DOS (Go32v2), FreeBSD, Linux, Mac OS X, OS/2, Haiku, Win32, Win64, WinCE","GNU General Public License, Version 2",devel,,9646c0334e913de70eb2e955442fd7ca,4e3a797c237ad1b7ced9eeae8b19204a2e6f44819233134dc3130f14d5f43078,
freedoom,FreeDoom,3.30,2012-10-30,SMMU ist ein Doom-Port von MBF und Boom. Dieses Paket kommt mit einer Version von FreeDoom um ein komplettes Spiel zu erhalten.,,,"doom, boom, freedoom","Simon Howard, Lee Killough, John Carmack",,"www.soulsphere.org, www.nongnu.org/freedoom/","free.doomers.org, http://savannah.nongnu.org/projects/freedoom","www.soulsphere.org, http://freedoom.sf.net",,"DOS, Win32, Linux",GNU General Public License,games,,fd0c0e8ad48ae73bd3a456bf4d9d1ac4,5d654254b37ab1af5155e54677ff0a2aa8526861a281edbe577d8fd48cb3ce52,
freemacs,freemacs,1.6g,2008-10-19,Ein GNU-Emacs Ñhnlicher DOS-Editor,,,"edit, Editor, unicode",Russell Nelson,Jim Hall,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/edit/emacs/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/edit/emacs/,http://web.crynwr.com/~nelson/,,"DOS, FreeDOS","GNU General Public License, Version 1",edit,,ab809d853feacdd0e7dec79a0093c097,dcff0fdde77d8bf784e9fcdeb593989cdf79cbad13efa5e711a935054133c89e,
frotz,Frotz,2.43,2013-12-09,Ein Interpreter fÅr Infocom und andere Z-Machine Spiele,,,,Stefan Jokisch,,http://frotz.sourceforge.net,,,,"DOS, Unix, Windows, Windows CE, PalmOS, Game Boy Advance","GNU General Public License, Version 2",games,,d87bb76c17f03925e986fb27931ca1c8,c7c82f66197c247c1f6cec48d96ce9f6684f5dee02b958c44aa295aeb908b808,
gifsicle,gifsicle,1.70,2013-02-17,Manipuliert GIF-Dateien auf viele verschiedene Mîglichkeiten,,,"gif,Editor",Eddie Kohler,Robert Riebisch,,,http://www.lcdf.org/gifsicle/,,DOS,"GNU General Public License, Version 2",util,,5fc63fd0007e85ba9c59ada7395fec50,d5c9438e427e51799aa12b64743a9c2cafbee7a5273ae882221e2c349036650b,
gnubc,GNU bc,1.02,2013-02-01,"Bc ist eine Sprache um Berechnung zu automatisieren. Syntax Ñhnlich C, aber unterscheidet sich doch davon. Es unterstÅtzt einige Funktionen zur Interaktiven AusfÅhrung vom Statements. Bc ist Teil von POSIX P1003.2/D11.",,,"calculator, bc, gnubc, Taschenrechner",Philip A. Nelson,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/gnubc.html,,,,DOS,"GNU General Public License, Version 2",util,,c3c86c63d1b224a89c1691ce03bbaa5e,7c4b93115e95db3f725505b2741271db38f9e1b22ac4d51b87e603b74ef034e4,
gnuchcp,GNU chcp,1.0,2013-06-04,LOADFONT (GNUCHCP) Ñndert die EGA/VGA Bitmap Schrift auf dem Bildschirm im Text-Mode.,,,loadfont gnuchcp bitmap font ega vga screen,Kurt Zammit,Kurt Zammit,http://zammitsoft.freeservers.com,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,http://zammitsoft.freeservers.com,,DOS,"GNU General Public License, Version 2",util,,c4d8bcf6fb805334e5c60357c0814724,5ecbda6138abcfd436a4cc04647e7dadda87b8e267b96907966b15eeb0815045,
gnuchess,GNU Chess,4.0 patch 60,2013-01-31,GNU Chess ist ein Schachcomputer. Entwickelt von einer Community um es immer weiter zu verbessern.,,,"gnuchess, schach",Stuart Cracraft,,http://www.gnu.org/software/chess/,,,,DOS,"GNU General Public License, Version 2",games,,95430a61fdecf155798118ed1d2ae34b,7601eaa5dfd9714906a17e9b7a5ca8657470456a9cbff1360d0f82202a4aaa63,
gnufonts,GNU chcp fonts,1.0,2013-06-04,LOADFONT (GNUCHCP) Ñndert die EGA/VGA Bitmap Schrift auf dem Bildschirm im Text-Mode.,,,loadfont gnuchcp bitmap font ega vga screen schriftart,Kurt Zammit,Kurt Zammit,http://zammitsoft.freeservers.com,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,http://zammitsoft.freeservers.com,,DOS,"GNU General Public License, Version 2",util,,269a337cf73cbf2fab3be13d6e2152e3,1491a7f66bdf4c6da078d521870e4e9732231d5082d85e41810e04c0ce10ce37,
gnused,GNU sed,4.2.2,2016-07-10,"GNU sed ist die GNU Implementierung des POSIX Stream Editors ""sed"".",,,sed,,"Jim Meyering <jim _at_ meyering.net>, and Assaf Gordon <assafgordon _at_ gmail.com>",,,http://www.gnu.org/software/sed,,"DOS, FreeDOS","GNU General Public License, Version 3",util,,44a877bca97cda561c40c604ef5f93ac,a0a8647058884a4415bbb32f5ed9be971d86a7707c8211fc77de7e17ad5bca11,
gopherus,Gopherus,1.0c,2016-04-23,Text basierter Gopher Browser.,,,gopher,Mateusz Viste,,,,http://gopherus.sourceforge.net/,,DOS,"GNU General Public License, Version 3",net,,e37d29c6685963940b7ae5ee01c1e0ef,8394b24d74bdfed95c3e64c74971fb0e86230e7bf6da6a5bb89cce02a114e616,
graphics,GRAPHICS,2008-07-14,2016-04-28,"Erlaubt PrtScr auf Grafik-Screens zu schreiben. (CGA/EGA/VGA/MCGA auf PostScript, ESC/P Epson 8/24Pin und HP PCL Drucker).",,,prtscr graphics printer driver dos,Eric Auer <e.auer -at- jpberlin.de>,Eric Auer <e.auer -at- jpberlin.de>,http://ericauer.cosmodata.virtuaserver.com.br/soft/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/graphics/,http://ericauer.cosmodata.virtuaserver.com.br/soft/,http://wiki.freedos.org/wiki/index.php/Graphics,"DOS (Microsoft Visual C++ in C mode, Borland C++), FreeDOS, OpenWatcom, Linux (gcc),",GNU General Public License,base,,ddcc29cad53c903a63dd36910cab6425,b8d9d65b4a133197fed69b7f0a35a8f0ecabf2831fcea751a335e6b72c199f64,
grep,GNU grep,2.0,2013-02-01,"Grep sucht nach Dateien (oder stdin) nach Zeilen, die öbereinstimmen. Es kann nach einfachen Strings aber auch nach RegulÑren AusdrÅcken gesucht werden. ",,,"grep,pattern",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/grep.html,,,,DOS,"GNU General Public License, Version 2",util,,d39940a7c1069188bff2d79fe086fba8,647500e87b3a7874daedefb77c2375aaced831c83edae3114fc380f617e45bdf,
gzip,GZIP,1.2.4,2007-04-23,"GNU zip Packer, Ein Archivierungsprogramm Ñhnlich PKZIP.",,,"gzip, zip, unzip, archiver, packer","Jean-loup Gailly, jloup -at- gzip.org",,http://www.gzip.org/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,http://www.gzip.org/,,"DOS, FreeDOS, OS/2, Mac and a lot of others","GNU General Public License, Version 2",archiver,,f1f43c839f4d5993bb65972806311d73,150e8c025603b1a29f80879ea8d81d594ff8394e2d2fa3fcd2ec68d14c592597,
hangman,hangman,1.05,2012-09-21,Mehrsprachige Version des Hangman-Spiels,,,hangman,Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/hangman.html,,,,DOS,"GNU General Public License, Version 2",games,,eaaa56da2058e47bab97b9e295091ba1,3ef2ed71775fa5c5bb58a918c328edc34e8b216a4cf5fe5c4482b6b66372b1fd,
head,HEAD,1.0,2003-03-18,Zeigt Teile einer Datei an,,,head,Wolf Bergenheim,Wolf Bergenheim,https://sourceforge.net/projects/dog/files/utils/Head/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,https://sourceforge.net/projects/dog/files/utils/Head/,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,c9dda4a5a1de8eab9834a538a7a536b0,ad282289a64e27a9ef4972772b6cadef98c2daae084af85a9a92421336be9c92,
help,Help,1.0.7a,2011-10-22,HTML-Viewer und Inhalt der FreeDOS-Hilfe,,,"help, html",Joe Cosentino (creator of the viewer),"W. Spiegl, fritz - dot - mueller - AT - mail -dot - com",http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/help/,,http://www.geocities.com/xsaintx69/freedos/,http://wiki.freedos.org/wiki/index.php/Help,"DOS, Turbo C++; Html",Express+GNU Free Documentation License,base,,fddeb8401b5cd88b1f3472284e3970ee,38e71eedc0b312ff55048280314b69562cf355a08db5fbe113e2989fc8dbbfdc,
hexcomp,hexcomp,1.0.4,2015-05-13,Vergleicht BinÑr-Dateien grafisch,,,"hex,compare",Maelys McCardle,Mateusz Viste,,,http://sourceforge.net/projects/hexcompare/,,DOS,"GNU General Public License, Version 3",util,,f7fa3a1951a23947c1326a34f60606c8,82c863567497c938c96c7d18c738f0d0647c32a473c53716d7a30110c8cff6d3,
himemx,HIMEMX,3.34,2015-09-05,HimemX ist ein XMS Memory Manager der auf Basis von FreeDOS' HIMEM entstand,,,"XMS, himem, memory manager","Japheth, Tom Ehlert, Till Gerken",,http://himemx.sourceforge.net/,,,,"DOS, FreeDOS",Artistic License,base,,8b9edf6a64d05a62ab4c6ff2ab80a3a0,237089f145fe0ceba9d834779bded7b75d3c1ee46a301dcb5d8c8a2359086564,
hip,Hide In Picture (HIP),2.1,2013-08-15,Hide In Picture versteckt Dateien im Bildern,,,Steganography,Davi Tassinari de Figueiredo,,http://sourceforge.net/projects/hide-in-picture/,,,,DOS,"GNU General Public License, Version 2",util,,4f2f2f6d6596d8d12c14b8b7ddc2dd39,6485f8d8bf1c4e8096a01171c52c08ed6a14ede5ad20f691c254a899bcddb8ca,
hiram,HiRAM,1.9,2015-08-18,"Upper Memory (UMB) Extender fÅr 80286, 80386, 80486 CPUs",,,"UMB,memory,manager",JVP,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/hiram.html,,,,DOS,Modified (2-Clause) BSD License,util,,7ba2ba451a7ada910ad24b1b63cabe82,fa4fdb328e6b2f5177881fc9217bc0fe28a403744229734782ce8d408a5446b8,
htget,HTGET,1.06,2009-04-10,HTGET ist ein Downloader fÅr HTTP-Server.,,,"freedos, htget",Ken Yap,Mateusz Viste <mateusz(at)viste-family.net>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/htget.html,,,,"DOS, FreeDOS","GNU General Public License, Version 2",net,,89a7a24df42a72460c1524ec728c763c,8d7eccbb7e002c49d4d329bd061c1c3805b244f1919178fb1c53e74bd9fff77c,
insight,Insight Debugger,1.24,2015-05-29,Real-Mode DOS 16Bit Debugger,,,"freedos, debugger, debugging","Victor Gamayunov, improvements by Sergey Pimenov",,ftp://ftp.ibiblio.org/pub/micro/pc-stuff/freedos/files/,ftp://ftp.ibiblio.org/pub/micro/pc-stuff/freedos/files/,,,dos,"GNU General Public License, Version 2",devel,,a7b5706ea9cb82f1e4171d30efcdd3b3,6169fc67d49471e2250869d927593f292f95b7f0b2278d11c16c69e992bea27e,
ivan,Iter Vehems ad Necem,0.50,2013-12-17,Ein grafisches Rogue-Spiel,,,,Timo Kiviluoto,,http://ivan.sourceforge.net,,,,"DOS, Windows","GNU General Public License, Version 2",games,,121229d92a09a8028e68082c0e8d7da6,07d96ab110e6af846b8b2a80df43f3901480603fb08431f456d8af5702bf669d,
jemm,JEMM386,5.78,2012-09-22,jemm Memory Manager,,,"HIMEM + EMM386, STABLE, kompatiblitÑt, memory manager, jemmex, himemx, emm386, himem","Japheth, Tom Ehlert, Michael Devore (FreeDosStuff -at- devoresoftware.com)",Japheth <mail -at- japheth.de>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/jemm.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/emm386/jemm386,,,"DOS, FreeDOS",Artistic License,base,,15724cfe2918ff3d637abef4e40276eb,44d57b580d6bff7db25f81e6793c3938be92858f9765b6d67527805460bd2e17,
jwasm,JWasm,2.12,2016-12-28,"Jwasm ist ein freier, MASM kompatibler, Assembler fÅr 16, 32 und 64bit Code.",,,"asm, compiler, assembler, wasm, jwasm",Japheth,,http://sourceforge.net/projects/jwasm,,,,"DOS, FreeDOS","Sybase Open Watcom Public License, Version 1.0",devel,,15a6b7759c5be5c0e609742b534d0247,b7e86afd5cee898bbdb77db5a7de8aca82a19a1526c6a7987347538ddf34d15e,
kernel,The FreeDOS Kernel,2042,2016-05-16,Der FreeDOS Kernel (unterstÅtzt FAT12/FAT16/FAT32),,,"kernel, FreeDOS, DOS, MSDOS",(developers: can be reached on the freedos-kernel mailing list),freedos-kernel@lists.sourceforge.net,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/kernel.html,http://www.fdos.org/kernel/ https://svn.code.sf.net/p/freedos/svn/,,,"DOS, FreeDOS, DOSEMU (OpenWatcom C or Turbo C, NASM, UPX)","GNU General Public License, Version 2",base,,48dab94bb8e108f644c5ad1d6bd792d5,feb32ed1b88a2b3cd5cf4110308ec0cc11dd373156d47bbab1b77091963c8096,
keyb_lay,KEYB layouts,3.1,2013-12-14,Tastatur Layouts fÅr KEYB,,,"keyb,layouts, Tastatur, Tastaturlayout",Henrique Peron (hperon@terra.com.br),,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/keyb_lay.html,,,http://wiki.freedos.org/wiki/index.php/Keyb,DOS,"GNU General Public License, Version 2",base,,ffbf517dfcb121319fa7bc8f75a3b8db,dce8e98517e4c862c74e1212a6ef6a329ff12e7e4f3ea6f4cc71fbe6a611c082,
keyb,keyb,2.01,2013-12-14,Tastatur Treiber fÅr internationalen Support (BIOS-Level),,,"keyb, keyboard, driver, Tastatur, Treiber",Aitor SANTAMARIA MERINO,Aitor SANTAMARIA MERINO,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/keyb/,,,http://wiki.freedos.org/wiki/index.php/Keyb,DOS,"GNU General Public License, Version 2",base,,bc6d2c37a00f1ead8871ee72584e3e12,fa1aabf10795b6411e07f4e8feb783e5f374cf934c3169df92f71aa487d02a83,
kiloblas,Kiloblaster,2.0,2015-08-26,Kiloblaster ist ein sehr schnelles Space Shooter Arcade Spiel.,,,,Allen Pilgrim,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/kiloblas.html,,,,DOS,Kiloblaster and Xargon Freeware License,games,,75470a27e572fb43899a67560540c2b2,0078b069f2dd6f2047a2be280ab8edc3cb2778c90ca4b3086484a5d7c6df727f,
kraptor,KRaptor,Apr_2004,2006-05-22,Kraptor ist ein OpenSource Raptor Spiel mit vielen Levels.,,,"raptor, game, shooter, Spiel",Kronoman,,kraptor.sf.net,kraptor.sf.net,kraptor.sf.net,,"DOS, Win32, Linux",MIT license,games,,48e7f0962c3a4edab0a076fc3b3d7a00,0343be7a7caf2a93b76f41a08e74784ad75cb765174a8a3d6d9b041669e49714,
label,LABEL,1.4b.ea,2008-12-12,Setzen/éndern der Disklabels,,,"label, disk volume",Joe Cosentino <onehardmarine -at- attbi.com>,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/label/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/label/,http://www.geocities.com/xsaintx69/freedos/,http://wiki.freedos.org/wiki/index.php/Label,"DOS, FreeDOS","GNU General Public License, Version 2",base,,6ae10482b887bb15d2cc72999b9b5637,2c33c9a08b8fc5c38fb66b45507c54c4e652b2a70d2c5f83531e27ec51255a26,
lame,LAME,3.98.4,2013-02-01,"Utilities zum manipulieren von MP3 Dateien, wie z.B. Umwandeln in andere Formate und entpacken nach WAV.",,,"mp3, lame, convert, audio, wav, Umwandeln, Konvertieren",,,lame.sf.net,sf.net/projects/lame,lame.sf.net,,"DOS, POSIX, Win32","GNU General Public License, Version 2",sound,,825c88209c8216d53fe03d16f58e47e8,666059370a391dbb958941f80d201980e1a8432d136834e792911540a5d920ab,
lbacache,LBACACHE,2008apr07,2008-07-23,"Disk cache, cached LesevorgÑnge fÅr bis zu 8 CHS-/LBA-Laufwerke und Floppies. Benîtigt XMS und 386 oder besser. Kommt mit lbacache!",,,"cache, smartdrv, nwcache",Eric Auer <eric -at- coli.uni-sb.de>,Eric Auer <eric -at- coli.uni-sb.de>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/lbacache.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/lbacache/,,,"DOS 386+ (nasm assembler), FreeDOS","GNU General Public License, Version 2",base,,2c989e77dbe862da2d6ecb8353d95f1c,29215239007e2208ffbefec7967eae45b6d101f1b9cf2c844bdee347ca261a16,
less,less,291,2013-02-01,"Less ist ein Programm, welches more Ñhnlich ist, jedoch den Nutzer zeilenweise scrollen lÑsst. Au·erdem lÑdt es nicht gleich die ganze Datei zu Programmstart und ist deshalb sehr schnell bereit.",,,"less,more,pager, Anzeigen",Mark Nudelmam,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/less.html,,,,DOS,Simplified (2-Clause) BSD License,util,,9e757e2a04aeb947ef14f701a1047f54,3c4c43b953bcff965037a21338bd0e4f604df1d7be72e41449854593a6703db0,
lfndos,LFNDOS,1.06,2015-02-18,"Bietet Win95 Long Filename API fÅr DOS-Programme. Jedes LFN-DOS-Programm, wie DOS7 command.com/edit und alle DJGPP Programme kann lange Dateinamen nutzen. Entwickelt fÅr Win95, kann es jedoch auch Ñlteren DOS Versionen lange Dateinamen beibringen.",,,"long file name, lfn",Chris Jones dosuser _AT_ hotmail.com,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,a54fad8b4fe61d6552871079de3a8685,fd4e8f60f1bbd1d5840392b65703861831a69a274fb199ae80755d7e5829a404,
lha,LHa for unix,2006-10-09,2015-08-25,Packer fÅr LHA/LZA Archive,,,"LHA,LHZ,archiver, Packer",Yooichi Tagawa,Koji Arai,,,http://www.sourceforge.jp/projects/lha,,DOS,"Open Source, see license.txt",archiver,,c11467e2bf463559fcf19163d8a2792f,48faa933e1d5dd30173b0bf362a20d70427ab06edd385c4e5c44e8a980005e9f,
lincrawl,Linley's Dungeon Crawl,4.0.0b26,2013-12-10,"Ein spa·iges Spiel in der gro·en Tradition von Rogue, Hack und Moria.",,,,Linley Henzell,,http://dungeoncrawl.org,,,,"DOS, AmigaOS, MacOS, OS/2, Windows, GNU/Linux",Crawl General Public License,games,,8089c6f48e03e993ec8eb0e61603bd3a,7efe420bbbe9981295cafe197078c821e0845f6bf1e0d35e39c892b7d7f0d313,
links,Links,2.13,2016-07-17,"Links ist ein Text Mode und Grafik WWW Browser, inspiriert von Lynx.",,,"www, browser, internet","Mikulas Patocka, Karel 'Clock' Kulhavy, Petr 'Brain' Kulhavy, Martin 'PerM' Pergel",Mikulas Patocka <mikulas _at_ artax.karlin.mff.cuni.cz>,http://links.twibright.com/download/,,http://links.twibright.com/download/,,"DOS, FreeDOS","GNU General Public License, Version 2",net,,5ae7fc1ab6fcea420395434192274e89,e990bbdb74f6181f74d95a63387277e8d26baaa877776b4464c516b4900c0843,
liquiwar,Liquid War,5.6.3,2013-12-17,Ein einzigartiges Multi-Player Kriegsspiel,,,,Christian Mauduit,,http://www.ufoot.org/liquidwar,,,,"DOS, Windows, GNU/Linux, FreeBSD, Mac OS X","GNU General Public License, Version 2",games,,5db39ac261de8c2ddc0390624ba70aa4,427f5e8f4d3c499e46bc938bf340247868aaca9bb627271ef14c57e29bd53533,
localcfg,localcfg,0.90,2015-06-02,Tool zum konfigurieren der locales,,,country.sys,Mateusz Viste,,,,http://localcfg.sourceforge.net,,DOS,Simplified (2-Clause) BSD License,util,,0501b1eaa34a6965ecf517deed800e70,45352cef39e298a2b854a1a6c35e32eff61b9f06933ff0f84955fac6ad94d7e2,
localize,Localize,1.00,2016-05-14,öbersetzt Text,,,freedos localize batch Lokalisierung,Eric Auer <e.auer -at- jpberlin.de,Eric Auer <e.auer -at- jpberlin.de,http://www.auersoft.eu/soft/,http://www.freedos.org,http://www.auersoft.eu/soft/,,dos,"GNU General Public License, Version 2",util,,0eb52ee3d217670c8505aa95d7ccdc1d,af051b5675b53f552ea4c8711fef7e6f18f0b06a65fdc71388601af7a0b99381,
lpq1,LPQ1,2,2015-06-30,LPQ1 ist ein Datei-Packer.,,,"archiver, lpq1, Packer",Matt Mahoney,,,,http://mattmahoney.net/dc/,,DOS,"GNU General Public License, Version 3",archiver,,e00e96513ff839582ef4a0d6f6d5b8f4,ec03a189150aebd8e39164a4d2238bd9fc7de778d78ecdcc857d5c7cc59171e6,
lptdrv,LPT Driver,0.7,2013-08-16,Ein Tool um Hardware am LPT manuell oder nach einem Zeitplan steuern kann.,,,LPT,Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/lptdrv.html,,,,DOS,Simplified (2-Clause) BSD License,util,,f5e5c043d6fd5390ce16925e50b2f45a,1b9d026dcd6a60f530c2925405b64538dee445c2f3a8e269184e297c32944e68,
lua,Lua,5.2.2,2013-08-19,LUA ist eine Skriptsprache,,,lua,the Lua team,,http://www.lua.org/,,,,DOS,MIT license,devel,,8ff36b89cecaf4bc47fc0ffb6ff53d2c,c8c6cd860edec736776bfa42e468a9324594b896b7be1a952b37b01656b6d56c,
lynx,Lynx,2.8.9-16,2017-07-31,Lynx Text und Grafik WWW Browser (DJGPP Port),,,"www, browser, internet",Thomas E. Dickey,Juan Manuel Guerrero,http://www.delorie.com/pub/djgpp/current/v2tk/,ftp://ftp.delorie.com/pub/djgpp/current/v2tk/,http://lynx.browser.org,,"DOS, FreeDOS","GNU General Public License, Version 2",net,,08d586bb1c203471c65a1c1ca13d2416,5942fa4828c61aac25c4e820821e6a0eceb5b5dedd79ac9e8813031c1a385bf9,
lzip,Lzip,1.9,2013-02-01,Ein Daten-Packer der nach dem LZMA Algorithmus arbeitet.,,,"command.com, shell, interactive",Antonio Diaz Diaz,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/lzip.html,,,,DOS,"GNU General Public License, Version 3",archiver,,e852aab83efc0fb807a4f71a3848d8c8,224a43494e7adb6ec8a2074037da0e4e37c121a219987272440530d8e1adfecf,
lzma,LZMA Utils,4.32.7,2008-12-09,Arbeitet mit LZMA Dateien (anders als 7z),,,lzma,Stuart Caie <kyzer@4u.net>,Stuart Caie <kyzer@4u.net>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file,,http://tukaani.org/lzma/,,"DOS/DJGPP, Unix, Windows","GNU General Public License, Version 2",archiver,,5c108393b612eb4a629441cba6d6e2ad,f12f446dfdb2b8d3d9cd093b8494bfce86f98f59abccdd9b6105324256ce6924,
lzop,lzop,0.96,2013-08-17,"Ein Komprimierungstool Ñhnlich gzip, welches Geschwindigkeit Åber KomprimierungsverhÑltnis stellt.",,,"lzop, compression, Komprimierung, Packer",Markus Oberhumer,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/lzop.html,,,,DOS,"GNU General Public License, Version 2",archiver,,c70f826e41f41f70bdf8b82691a3fa19,6fead55a0b3757acbc05e333384d3aad2c5021fddfe9fdb3b92870f097fc17bb,
m2wat,M2WAT,0.1,2016-07-18,Ein Utility zum Transferieren der Einstellungen einer MTCP.CFG in eine WATTCP.CFG,,,"mTCP, WATTCP, DHCP",cordata02@aol.com,my.green@mailbox.org,https://github.com/ulrich-hansen/M2WAT,https://github.com/ulrich-hansen/M2WAT,https://github.com/ulrich-hansen/M2WAT,,"DOS (Borland C 3.1, DJGPP 2.03)","GNU General Public License, Version 2 or later",net,,3848727d46712c9c2c2522b7be582a26,3fda148cbee75641f6be47b00f8f6538a4598a3de4cbf002d813e3e768a903d6,
magnetic,Magnetic,2.3,2013-12-11,Ein Interpreter fÅr Magnetic Scrolls Adventures.,,,,Niclas Karlsson,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/magnetic.html,,,,"DOS, Amiga, MacOS X, Java, Maemo5, OpenPandora, Windows, GNU/Linux","GNU General Public License, Version 2",games,,7678f37aa11efa0672f97a4518e2aba1,e4b38cf19ee4333b398f38d179ab5d504090dec0665e2c58015e1fd124c523ec,
mbedit,mbedit - Multi platform editor,8.64,2013-02-07,"Mbedit ist ein Full-Screen-Editor mit Macros, Taschenrechner, Kommandohistorie, Hex Editor und vielen weiteren Features.",,,"editor,hex",Michael Braun,,,,http://www.braun-home.net/michael/,,DOS,"GNU General Public License, Version 2",edit,,a9e4dae53d59ba776dce50c5891c53b1,cc164787592854a327fb961b004936f3136c815fb509dc800a3eb9b33060cbc5,
md5sum,MD5SUM,3.0,2005-11-21,MD5-Checksummen erstellen,,,"md5, md5sum, checksum, checksummer, cryptographic, sha, crc, Kryptographie, Checksumme",Colin Plumb,Blair Campbell <Blairdude AT gmail DOT com>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,,"DOS, OpenWatcom 1.3, Pacific C 7.51, Turbo C 2.01, Turbo C++ 1.01","GNU General Public License, Version 2",util,,362539eb9a21abf29e8debb70a3c0bba,feace16efbd88f851ee500a68608793d334188907796c9f27e24dfe0e326fa84,
meka,MEKA,0.70,2012-09-25,MEKA ist ein Emulator fÅr diverse Maschinen,,,"meka, emulation, emulator",Omar Cornut,,,,http://www.smspower.org/meka/,,DOS,"BSD-like license, see website",emulator,,4d55e59803a3f9d18fbb65498b5fd23d,c024100e2b7eac07cdcb5d50e5f914dda21f59c388a3c5e9719cc60986e353e2,
memteste,MEMTESTE,2003,2016-04-28,MEMTESTE ist ein Programm zum Testen des Hauptspeichers auf PC kompatiblen Klonen mit Intel 386 oder besser.,,,"RAM test, memtest, Speichertest",Eric Auer 2003,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/memteste.html,,,,DOS,Freeware,util,,d5207aca141562fe167667f687cbfeb7,d218a96f42b6ae0cd7be2988806cffec7dfe1ae67485668dc95d3e63465d5190,
mem,MEM,1.11,2007-11-30,Zeigt Speicherinformation Åber genutzten und freien Speicher an.,,,"Memory, mem, xms, ems, umb, hma",Joe Cosentino <jayc17@mediaone.net>,Bart Oldeman <bartoldeman@users.sourceforge.net>,http://www.freedos.org,,,http://wiki.freedos.org/wiki/index.php/Mem,FreeDOS,"GNU General Public License, Version 2",base,,f9a1f0a34a2a8765d94ef3409ff2074a,da3dfd89f951c8c1421697285f9423a118d4077945ac479a0e3ed6e44cf46022,
