id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha,versions,,,
find,find,3.0a LFN (24 Sep 2007),2007-09-24,Bir ya da daha fazla dosyada belirli bir zinciri iáeren tÅm satçrlarç gîrÅntÅle. Ters ve bÅyÅk-kÅáÅk harfe duyarsçz arama da mÅmkÅndÅr.,,,"freedos, find, grep",Jim Hall <jhall -at- freedos.org>,Eric Auer <e.auer -at- jpberlin.de>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/find.html,,,http://wiki.freedos.org/wiki/index.php/Find,"DOS (e.g. Borland C, Turbo C), includes own KITTEN library version","GNU General Public License, Version 2",base,,f6e01c341a96cea763cd062c7f2ceab4,ea5230748b409619dd77adeb3021a9c66fc2a82b382d5a4d50d1daed743a08d0,,,,
flashrom,Flashrom,0.9.4(-revision 1495),2011-07-27,Evrensel eeprom firmware ve bios kaydetme/gÅncelleme aracç,,,flashrom flash bios firmware uefi efi,Carl-Daniel Hailfinger <c-d.hailfinger.devel.2006@gmx.net>,"Uwe Hermann, Idwer Vollering, Stefan Tauner and others",http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/flashrom.html,,http://ra.openbios.org/~idwer/flashrom/,,DOS,"GNU General Public License, Version 2",util,,c10a77c2c5ab31da9400498e2fcf3c66,b1b272ec8ab104a570638d9e2f97ead4f859c55e249b1a144678c017a62d4436,,,,
fmines,FancyMines,1.00,2012-09-25,GÅzel grafik temalarç bulunan minesweeper'a (mayçnlara) benzer bir oyun.,,,mayçnlar,Mateusz Viste,,,,,,DOS,"GNU General Public License, Version 3",games,,0e96433a3a1f01b7efac2698553b41fa,7336d959059c9d47289add842d0142b7e605a774b2f158df364c60062501e571,,,,
format,Format,0.91w,2017-09-19,Disk biáimlendirme programç -- FAT dosya sistemleri oluüturur ve disketleri dÅüÅk seviyeli bir üekilde biáimlendirir.,,,"freedos, biáimlendir, fat12, fat16, fat32, disket, sabit disk, ayna, biáimlendirmeyi geri al",Brian E. Reifsnyder <reifsnyderb (#) mindspring.com>,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/format/,,http://www.23cc.com/programs/,,DOS,GNU GPL,base,,eda8a2fadf4fcd01840e2252bb9685cd,4bc19613003fe7a277d284495d750abb9643f9cc521a053613a978027b82530b,,,,
foxcalc,FoxCalc,0.92,2007-12-31,GÅzel bir hesap makinesi. Metin Kullançcç ArayÅzÅ (TUI) ve fare desteßi bulunur.,,,"calc, FoxCalc, hesap makinesi, FreeDOS, Fox",Mateusz Viste 'Fox' <mateusz.viste@mail.ru>,Mateusz Viste 'Fox' <mateusz.viste@mail.ru>,http://mateusz.viste.free.fr/dos,http://mateusz.viste.free.fr/dos,http://mateusz.viste.free.fr/dos,,DOS (FreeBASIC v0.18.3),"GNU General Public License, Version 2",util,,91400a86cc3755fc42727e56d57e7929,b69b38fca1f5f8492599155000c8c430ca59f5e30d0062b3a9d38584977a7d84,,,,
foxtype,FoxType,0.16,2006-09-28,"Geliümiü, UTF-8 destekli metin dosyasç gîrÅntÅleyicisi",,,"metin, gîrÅntÅleyici, UTF-8, UTF8, Unicode, DOS",Mateusz Viste,Mateusz Viste,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/foxtype.html,,,,dos,"GNU General Public License, Version 2",util,,236026945f2422dee106d3036af1a18b,edf173fbacb5bd692053af837be8947a67788c0ad1c181bf7637b5ff09d210f3,,,,
fpc,FreePascal,3.0.2,2017-04-02,"Turbo ve Delphi leháelerini destekleyen, kendi kendini derleyebilen bir 32-64 bit Pascal derleyici. (Bazç bîlÅmler LFN Desteßi gerektirir)",,,"pascal, programlama, derleyici",florian -at- freepascal.org,,http://www.freepascal.org/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/devel/pascal/freepascal/,http://sourceforge.net/projects/freepascal,,"DOS (Go32v2), FreeBSD, Linux, Mac OS X, OS/2, Haiku, Win32, Win64, WinCE","GNU General Public License, Version 2",devel,,9646c0334e913de70eb2e955442fd7ca,4e3a797c237ad1b7ced9eeae8b19204a2e6f44819233134dc3130f14d5f43078,,,,
freedoom,FreeDoom,3.30,2012-10-30,"SMMU, MBF ve Boom'dan tÅretilmiü Doom kaynak taüçmasçdçr. Bu sÅrÅm tam oyun deneyimi iáin FeeDoom ile paketlenmiütir.",,,"doom, boom, freedoom","Simon Howard, Lee Killough, John Carmack",,"www.soulsphere.org, www.nongnu.org/freedoom/","free.doomers.org, http://savannah.nongnu.org/projects/freedoom","www.soulsphere.org, http://freedoom.sf.net",,"DOS, Win32, Linux",GNU General Public License,games,,fd0c0e8ad48ae73bd3a456bf4d9d1ac4,5d654254b37ab1af5155e54677ff0a2aa8526861a281edbe577d8fd48cb3ce52,,,,
freemacs,freemacs,1.6g,2008-10-19,DOS iáin emacs'e benzeyen bir dÅzenleyici (GNU Emacs gibi),,,"edit, dÅzenleyici, unicode",Russell Nelson,Jim Hall,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/edit/emacs/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/edit/emacs/,http://web.crynwr.com/~nelson/,,"DOS, FreeDOS","GNU General Public License, Version 1",edit,,ab809d853feacdd0e7dec79a0093c097,dcff0fdde77d8bf784e9fcdeb593989cdf79cbad13efa5e711a935054133c89e,,,,
frotz,Frotz,2.43,2013-12-09,Infocom oyunlarç ve dißer Z-machine oyunlarç iáin bir yorumlayçcç.,,,,Stefan Jokisch,,http://frotz.sourceforge.net,,,,"DOS, Unix, Windows, Windows CE, PalmOS, Game Boy Advance","GNU General Public License, Version 2",games,,d87bb76c17f03925e986fb27931ca1c8,c7c82f66197c247c1f6cec48d96ce9f6684f5dee02b958c44aa295aeb908b808,,,,
gifsicle,gifsicle,1.70,2013-02-17,GIF resimlerini ve canlandçrmalarçnç áeüitli üekillerde iüler.,,,"gif,dÅzenleyici",Eddie Kohler,Robert Riebisch,,,http://www.lcdf.org/gifsicle/,,DOS,"GNU General Public License, Version 2",util,,5fc63fd0007e85ba9c59ada7395fec50,d5c9438e427e51799aa12b64743a9c2cafbee7a5273ae882221e2c349036650b,,,,
gnubc,GNU bc,1.02,2013-02-01,"bc keyfi bir hassas sayçsal iülem dilidir. Sîzdizimi C'ye benzer, ancak biráok înemli alanda farklçlçk gîsterir. òfadelerin etkileüimli yÅrÅtÅlmesini destekler. bc, POSIX P1003.2 / D11 taslak standardçnda bulunan bir yardçmcç programdçr.",,,"hesap makinesi, bc, gnubc",Philip A. Nelson,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/gnubc.html,,,,DOS,"GNU General Public License, Version 2",util,,c3c86c63d1b224a89c1691ce03bbaa5e,7c4b93115e95db3f725505b2741271db38f9e1b22ac4d51b87e603b74ef034e4,,,,
gnuchcp,GNU chcp,1.0,2013-06-04,"LOADFONT (GNUCHCP), metin kipinde ekrandaki EGA/VGA bitmap yazçtipini deßiütirir.",,,loadfont gnuchcp bitmap yazç tipi ega vga ekran,Kurt Zammit,Kurt Zammit,http://zammitsoft.freeservers.com,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,http://zammitsoft.freeservers.com,,DOS,"GNU General Public License, Version 2",util,,c4d8bcf6fb805334e5c60357c0814724,5ecbda6138abcfd436a4cc04647e7dadda87b8e267b96907966b15eeb0815045,,,,
gnuchess,GNU Chess,4.0 patch 60,2013-01-31,"GNU Chess bir satraná programçdçr. Katkçda bulunanlar onu daha gÅálÅ, iyi ve üçk bir program yapmak iáin zamanlarçnç ve áabalarçnç baßçülarlar.",,,"satraná,gnuchess",Stuart Cracraft,,http://www.gnu.org/software/chess/,,,,DOS,"GNU General Public License, Version 2",games,,95430a61fdecf155798118ed1d2ae34b,7601eaa5dfd9714906a17e9b7a5ca8657470456a9cbff1360d0f82202a4aaa63,,,,
gnufonts,GNU chcp fonts,1.0,2013-06-04,Metin kipleri iáin LOADFONT (GNUCHCP) ham EGA/VGA bitmap yazç tipleri.,,,loadfont gnuchcp bitmap yazç tipi ega vga ekran,Kurt Zammit,Kurt Zammit,http://zammitsoft.freeservers.com,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,http://zammitsoft.freeservers.com,,DOS,"GNU General Public License, Version 2",util,,269a337cf73cbf2fab3be13d6e2152e3,1491a7f66bdf4c6da078d521870e4e9732231d5082d85e41810e04c0ce10ce37,,,,
gnused,GNU sed,4.2.2,2016-07-10,"GNU sed, POSIX akçm dÅzenleyicisi 'sed'in GNU uygulamasçdçr.",,,sed,,"Jim Meyering <jim _at_ meyering.net>, and Assaf Gordon <assafgordon _at_ gmail.com>",,,http://www.gnu.org/software/sed,,"DOS, FreeDOS","GNU General Public License, Version 3",util,,44a877bca97cda561c40c604ef5f93ac,a0a8647058884a4415bbb32f5ed9be971d86a7707c8211fc77de7e17ad5bca11,,,,
gopherus,Gopherus,1.0c,2016-04-23,Metin tabanlç gopher tarayçcçsç,,,gopher,Mateusz Viste,,,,http://gopherus.sourceforge.net/,,DOS,"GNU General Public License, Version 3",net,,e37d29c6685963940b7ae5ee01c1e0ef,8394b24d74bdfed95c3e64c74971fb0e86230e7bf6da6a5bb89cce02a114e616,,,,
graphics,GRAPHICS,2008-07-14,2016-04-28,"Prtscr tuüunun grafik ekranlarç basmasçna izin ver. (CGA/EGA/VGA/MCGA, PostScript Åzerinde, ESC/P Epson 8/24 ißne ve HP PCL yazçcçlarç)",,,prtscr grafik yazçcç sÅrÅcÅ dos,Eric Auer <e.auer -at- jpberlin.de>,Eric Auer <e.auer -at- jpberlin.de>,http://ericauer.cosmodata.virtuaserver.com.br/soft/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/graphics/,http://ericauer.cosmodata.virtuaserver.com.br/soft/,http://wiki.freedos.org/wiki/index.php/Graphics,"DOS (Microsoft Visual C++ in C mode, Borland C++), FreeDOS, OpenWatcom, Linux (gcc),",GNU General Public License,base,,ddcc29cad53c903a63dd36910cab6425,b8d9d65b4a133197fed69b7f0a35a8f0ecabf2831fcea751a335e6b72c199f64,,,,
grep,GNU grep,2.0,2013-02-01,"grep, belirli bir desenle eüleüen satçrlarç dosyalarda (veya standart girdide) arar. Desen dÅzenli bir ifade veya dÅz bir dize olabilir.",,,"grep,desen",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/grep.html,,,,DOS,"GNU General Public License, Version 2",util,,d39940a7c1069188bff2d79fe086fba8,647500e87b3a7874daedefb77c2375aaced831c83edae3114fc380f617e45bdf,,,,
gzip,GZIP,1.2.4,2007-04-23,GNU zip sçkçütçrma - PKZIP gibi bir dosya arüivleme aracç,,,"gzip, zip, unzip, arüivleyici, paketleyici","Jean-loup Gailly, jloup -at- gzip.org",,http://www.gzip.org/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,http://www.gzip.org/,,"DOS, FreeDOS, OS/2, Mac and a lot of others","GNU General Public License, Version 2",archiver,,f1f43c839f4d5993bb65972806311d73,150e8c025603b1a29f80879ea8d81d594ff8394e2d2fa3fcd2ec68d14c592597,,,,
hangman,hangman,1.05,2012-09-21,Äok dilli cellat (hangman) oyunu,,,"hangman, cellat, adam asmaca",Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/hangman.html,,,,DOS,"GNU General Public License, Version 2",games,,eaaa56da2058e47bab97b9e295091ba1,3ef2ed71775fa5c5bb58a918c328edc34e8b216a4cf5fe5c4482b6b66372b1fd,,,,
head,HEAD,1.0,2003-03-18,Bir dosyançn paráasçnç gîrÅntÅler,,,head,Wolf Bergenheim,Wolf Bergenheim,https://sourceforge.net/projects/dog/files/utils/Head/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,https://sourceforge.net/projects/dog/files/utils/Head/,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,c9dda4a5a1de8eab9834a538a7a536b0,ad282289a64e27a9ef4972772b6cadef98c2daae084af85a9a92421336be9c92,,,,
help,Help,1.0.7a,2011-10-22,FreeDOS yardçmç iáin HTML gîrÅntÅleyici ve iáerik,,,"yardçm, html",Joe Cosentino (creator of the viewer),"W. Spiegl, fritz - dot - mueller - AT - mail -dot - com",http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/help/,,http://www.geocities.com/xsaintx69/freedos/,http://wiki.freedos.org/wiki/index.php/Help,"DOS, Turbo C++; Html",Express+GNU Free Documentation License,base,,fddeb8401b5cd88b1f3472284e3970ee,38e71eedc0b312ff55048280314b69562cf355a08db5fbe113e2989fc8dbbfdc,,,,
hexcomp,hexcomp,1.0.4,2015-05-13,òkili dosyalarç grafik olarak karüçlaütçrçr,,,"onaltçlç,karüçlaütçr",Maelys McCardle,Mateusz Viste,,,http://sourceforge.net/projects/hexcompare/,,DOS,"GNU General Public License, Version 3",util,,f7fa3a1951a23947c1326a34f60606c8,82c863567497c938c96c7d18c738f0d0647c32a473c53716d7a30110c8cff6d3,,,,
himemx,HIMEMX,3.34,2015-09-05,"HimemX, FreeDOS Himem'den tÅretilmiü XMS bellek yîneticisidir",,,"XMS, himem, bellek yîneticisi","Japheth, Tom Ehlert, Till Gerken",,http://himemx.sourceforge.net/,,,,"DOS, FreeDOS",Artistic License,base,,8b9edf6a64d05a62ab4c6ff2ab80a3a0,237089f145fe0ceba9d834779bded7b75d3c1ee46a301dcb5d8c8a2359086564,,,,
hip,Hide In Picture (HIP),2.1,2013-08-15,"Hide In Picture (Resimde sakla), dosyalarç resimlerin iáine gizleyen bir steganografi programçdçr",,,Steganografi,Davi Tassinari de Figueiredo,,http://sourceforge.net/projects/hide-in-picture/,,,,DOS,"GNU General Public License, Version 2",util,,4f2f2f6d6596d8d12c14b8b7ddc2dd39,6485f8d8bf1c4e8096a01171c52c08ed6a14ede5ad20f691c254a899bcddb8ca,,,,
hiram,HiRAM,1.9,2015-08-18,"80286, 80386, 80486 yongalarç iáin YÅksek Bellek (Upper Memory (UMB)) Geniületicisi",,,"UMB,bellek,yînetici",JVP,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/hiram.html,,,,DOS,Modified (2-Clause) BSD License,util,,7ba2ba451a7ada910ad24b1b63cabe82,fa4fdb328e6b2f5177881fc9217bc0fe28a403744229734782ce8d408a5446b8,,,,
htget,HTGET,1.06,2009-04-10,"HTGET, HTTP sunucularçndan dosya alan bir dosya yakalayçcçsçdçr.",,,"freedos, htget",Ken Yap,Mateusz Viste <mateusz(at)viste-family.net>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/htget.html,,,,"DOS, FreeDOS","GNU General Public License, Version 2",net,,89a7a24df42a72460c1524ec728c763c,8d7eccbb7e002c49d4d329bd061c1c3805b244f1919178fb1c53e74bd9fff77c,,,,
insight,Insight Debugger,1.24,2015-05-29,Geráek-kip 16-bit DOS hata ayçklayçcçsç,,,"freedos, hata ayçklayçcç, hata ayçklama","Victor Gamayunov, improvements by Sergey Pimenov",,ftp://ftp.ibiblio.org/pub/micro/pc-stuff/freedos/files/,ftp://ftp.ibiblio.org/pub/micro/pc-stuff/freedos/files/,,,dos,"GNU General Public License, Version 2",devel,,a7b5706ea9cb82f1e4171d30efcdd3b3,6169fc67d49471e2250869d927593f292f95b7f0b2278d11c16c69e992bea27e,,,,
ivan,Iter Vehems ad Necem,0.50,2013-12-17,"Grafik, rogue'a benzer bir oyun.",,,,Timo Kiviluoto,,http://ivan.sourceforge.net,,,,"DOS, Windows","GNU General Public License, Version 2",games,,121229d92a09a8028e68082c0e8d7da6,07d96ab110e6af846b8b2a80df43f3901480603fb08431f456d8af5702bf669d,,,,
jemm,JEMM386,5.78,2012-09-22,"Jemm386, FreeDOS EMM386'nçn kaynaßçna baßlç olarak DOS iáin Geniületilmiü Bellek Yîneticisidir. FreeDOS ve/veya MS-DOS EMM386'ya kçyasla birkaá avantajç vardçr. * Sadece 192 bayt DOS belleße ihtiyaá duyar. * Äok az geniületilmiü belleße ihtiyaá duyar. * Daha hçzlçdçr. * MS-DOS, FreeDOS ve EDR-DOS ile áalçüçr. * Daha yeni yongalardaki iülevleri hçzç daha da arttçrmak iáin kullançr. * FreeDOS Emm386'nçn tersine Jemm386'da tam VDS desteßi bulunur. * Komut satçrçndan yÅklenebilir.",,,"HIMEM + EMM386, KARARLI, UYUMLULUK, bellek yînetici, jemmex, himemx","Japheth, Tom Ehlert, Michael Devore (FreeDosStuff -at- devoresoftware.com)",Japheth <mail -at- japheth.de>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/jemm.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/emm386/jemm386,,,"DOS, FreeDOS",Artistic License,base,,15724cfe2918ff3d637abef4e40276eb,44d57b580d6bff7db25f81e6793c3938be92858f9765b6d67527805460bd2e17,,,,
jwasm,JWasm,2.12,2016-12-28,"Jwasm, îzgÅr bir MASM-uyumlu bir assembler'dçr ve 16, 32 ve 64-bit kod oluüturmayç destekler.",,,"asm, derleyici, assembler, wasm, jwasm",Japheth,,http://sourceforge.net/projects/jwasm,,,,"DOS, FreeDOS","Sybase Open Watcom Public License, Version 1.0",devel,,15a6b7759c5be5c0e609742b534d0247,b7e86afd5cee898bbdb77db5a7de8aca82a19a1526c6a7987347538ddf34d15e,,,,
kernel,The FreeDOS Kernel,2042,2016-05-16,FreeDOS Äekirdeßi (FAT12/FAT16/FAT32 desteßi mevcuttur),,,"áekirdek, FreeDOS, DOS, MSDOS",(developers: can be reached on the freedos-kernel mailing list),freedos-kernel@lists.sourceforge.net,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/kernel.html,http://www.fdos.org/kernel/ https://svn.code.sf.net/p/freedos/svn/,,,"DOS, FreeDOS, DOSEMU (OpenWatcom C or Turbo C, NASM, UPX)","GNU General Public License, Version 2",base,,48dab94bb8e108f644c5ad1d6bd792d5,feb32ed1b88a2b3cd5cf4110308ec0cc11dd373156d47bbab1b77091963c8096,,,,
keyb_lay,KEYB layouts,3.1,2013-12-14,KEYB iáin klavye dÅzenleri,,,"keyb,dÅzenler",Henrique Peron (hperon@terra.com.br),,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/keyb_lay.html,,,http://wiki.freedos.org/wiki/index.php/Keyb,DOS,"GNU General Public License, Version 2",base,,ffbf517dfcb121319fa7bc8f75a3b8db,dce8e98517e4c862c74e1212a6ef6a329ff12e7e4f3ea6f4cc71fbe6a611c082,,,,
keyb,keyb,2.01,2013-12-14,BIOS dÅzeyinde uluslararasç destek iáin klavye sÅrÅcÅsÅ,,,"keyb, klavye, sÅrÅcÅ",Aitor SANTAMARIA MERINO,Aitor SANTAMARIA MERINO,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/keyb/,,,http://wiki.freedos.org/wiki/index.php/Keyb,DOS,"GNU General Public License, Version 2",base,,bc6d2c37a00f1ead8871ee72584e3e12,fa1aabf10795b6411e07f4e8feb783e5f374cf934c3169df92f71aa487d02a83,,,,
kiloblas,Kiloblaster,2.0,2015-08-26,"Kiloblaster, hçzlç tempolu bir uzay shooter arcade oyunudur.",,,,Allen Pilgrim,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/kiloblas.html,,,,DOS,Kiloblaster and Xargon Freeware License,games,,75470a27e572fb43899a67560540c2b2,0078b069f2dd6f2047a2be280ab8edc3cb2778c90ca4b3086484a5d7c6df727f,,,,
kraptor,KRaptor,Apr_2004,2006-05-22,"Kraptor, biráok seviyesi bulunan aáçk kaynaklç Raptor benzeri bir oyundur.",,,"raptor, oyun, shooter",Kronoman,,kraptor.sf.net,kraptor.sf.net,kraptor.sf.net,,"DOS, Win32, Linux",MIT license,games,,48e7f0962c3a4edab0a076fc3b3d7a00,0343be7a7caf2a93b76f41a08e74784ad75cb765174a8a3d6d9b041669e49714,,,,
label,LABEL,1.4b.ea,2008-12-12,Disk birimi etiketini ayarlar veya deßiütirir,,,"etiket, disk volume",Joe Cosentino <onehardmarine -at- attbi.com>,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/label/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/label/,http://www.geocities.com/xsaintx69/freedos/,http://wiki.freedos.org/wiki/index.php/Label,"DOS, FreeDOS","GNU General Public License, Version 2",base,,6ae10482b887bb15d2cc72999b9b5637,2c33c9a08b8fc5c38fb66b45507c54c4e652b2a70d2c5f83531e27ec51255a26,,,,
lame,LAME,3.98.4,2013-02-01," MP3 mÅzik dosyalarçnç yînetmek, baüka biáimlere dînÅütÅrmek ve .WAV sçkçütçrçlmamçü dosyalarçna aktarmak iáin yardçmcç programlar.",,,"mp3, lame, dînÅütÅr, ses, wav",,,lame.sf.net,sf.net/projects/lame,lame.sf.net,,"DOS, POSIX, Win32","GNU General Public License, Version 2",sound,,825c88209c8216d53fe03d16f58e47e8,666059370a391dbb958941f80d201980e1a8432d136834e792911540a5d920ab,,,,
lbacache,LBACACHE,2008apr07,2008-07-23,"Disk arabelleßi, 8 CHS / LBA sabit diskler ve disketler iáin okumalarç arabelleße alçr, XMS, 386 veya daha iyisi - tickle, lbacache ile gelir!",,,"arabellek, smartdrv, nwcache",Eric Auer <eric -at- coli.uni-sb.de>,Eric Auer <eric -at- coli.uni-sb.de>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/lbacache.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/lbacache/,,,"DOS 386+ (nasm assembler), FreeDOS","GNU General Public License, Version 2",base,,2c989e77dbe862da2d6ecb8353d95f1c,29215239007e2208ffbefec7967eae45b6d101f1b9cf2c844bdee347ca261a16,,,,
less,less,291,2013-02-01,"less, more'a benzer bir programdçr, ancak ileriye doßru hareketin yanç sçra dosyada geriye doßru harekete izin verir. Ayrçca, less baülamadan înce giriü dosyasçnçn tamamçnç okumak zorunda kalmaz, bu nedenle bÅyÅk giriü dosyalarç ile vi gibi metin dÅzenleyicilerinden daha hçzlç baülar.",,,"less,more,pager",Mark Nudelmam,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/less.html,,,,DOS,Simplified (2-Clause) BSD License,util,,9e757e2a04aeb947ef14f701a1047f54,3c4c43b953bcff965037a21338bd0e4f604df1d7be72e41449854593a6703db0,,,,
lfndos,LFNDOS,1.06,2015-02-18,"DOS programlarçna Windows 95 uzun dosya ismi API'nç saßlar. DOS 7 Command.com, edit.com ve tÅm DJGPP programlarç gibi uzun dosya adlarçnç kullanabilen herhangi bir DOS programç, bunlarç LFNDOS ile yÅkleyebilir ve kaydedebilir. DOS kipini kullanan Win95 kullançcçlarç iáin tasarlanmçütçr, fakat eski DOS sÅrÅmleri altçnda da áalçüçr.",,,"uzun dosya ismi, lfn",Chris Jones dosuser _AT_ hotmail.com,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,a54fad8b4fe61d6552871079de3a8685,fd4e8f60f1bbd1d5840392b65703861831a69a274fb199ae80755d7e5829a404,,,,
lha,LHa for unix,2006-10-09,2015-08-25,LHA/LZH arüivleriyle áalçüan arüiv yîneticisi,,,"LHA,LHZ,arüivci",Yooichi Tagawa,Koji Arai,,,http://www.sourceforge.jp/projects/lha,,DOS,"Open Source, see license.txt",archiver,,c11467e2bf463559fcf19163d8a2792f,48faa933e1d5dd30173b0bf362a20d70427ab06edd385c4e5c44e8a980005e9f,,,,
lincrawl,Linley's Dungeon Crawl,4.0.0b26,2013-12-10,"Rogue, Hack ve Moria gibi oyunlarçn geleneßinde eßlenceli bir oyun.",,,,Linley Henzell,,http://dungeoncrawl.org,,,,"DOS, AmigaOS, MacOS, OS/2, Windows, GNU/Linux",Crawl General Public License,games,,8089c6f48e03e993ec8eb0e61603bd3a,7efe420bbbe9981295cafe197078c821e0845f6bf1e0d35e39c892b7d7f0d313,,,,
links,Links,2.13,2016-07-17,"Links, Lynx'e benzer metin ve grafik WWW tarayçcçsçdçr.",,,"www, tarayçcç, ònternet","Mikulas Patocka, Karel 'Clock' Kulhavy, Petr 'Brain' Kulhavy, Martin 'PerM' Pergel",Mikulas Patocka <mikulas _at_ artax.karlin.mff.cuni.cz>,http://links.twibright.com/download/,,http://links.twibright.com/download/,,"DOS, FreeDOS","GNU General Public License, Version 2",net,,5ae7fc1ab6fcea420395434192274e89,e990bbdb74f6181f74d95a63387277e8d26baaa877776b4464c516b4900c0843,,,,
liquiwar,Liquid War,5.6.3,2013-12-17,Äok oyunculu benzersiz bir savaü oyunu.,,,,Christian Mauduit,,http://www.ufoot.org/liquidwar,,,,"DOS, Windows, GNU/Linux, FreeBSD, Mac OS X","GNU General Public License, Version 2",games,,5db39ac261de8c2ddc0390624ba70aa4,427f5e8f4d3c499e46bc938bf340247868aaca9bb627271ef14c57e29bd53533,,,,
localcfg,localcfg,0.90,2015-06-02,Yerelleütirme tercihleri yapçlandçrma aracç,,,country.sys,Mateusz Viste,,,,http://localcfg.sourceforge.net,,DOS,Simplified (2-Clause) BSD License,util,,0501b1eaa34a6965ecf517deed800e70,45352cef39e298a2b854a1a6c35e32eff61b9f06933ff0f84955fac6ad94d7e2,,,,
localize,Localize,1.00,2016-05-14,Metinleri tercÅme eder,,,freedos yerelleütirme batch,Eric Auer <e.auer -at- jpberlin.de,Eric Auer <e.auer -at- jpberlin.de,http://www.auersoft.eu/soft/,http://www.freedos.org,http://www.auersoft.eu/soft/,,dos,"GNU General Public License, Version 2",util,,0eb52ee3d217670c8505aa95d7ccdc1d,af051b5675b53f552ea4c8711fef7e6f18f0b06a65fdc71388601af7a0b99381,,,,
lpq1,LPQ1,2,2015-06-30,"lpq1, bir dosya sçkçütçrçcç ve arüivleyicidir",,,"arüivci, lpq1",Matt Mahoney,,,,http://mattmahoney.net/dc/,,DOS,"GNU General Public License, Version 3",archiver,,e00e96513ff839582ef4a0d6f6d5b8f4,ec03a189150aebd8e39164a4d2238bd9fc7de778d78ecdcc857d5c7cc59171e6,,,,
lptdrv,LPT Driver,0.7,2013-08-16,LPT baßlç cihazlarç elle veya zamana baßlç olarak kontrol etmek iáin bir araá,,,LPT,Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/lptdrv.html,,,,DOS,Simplified (2-Clause) BSD License,util,,f5e5c043d6fd5390ce16925e50b2f45a,1b9d026dcd6a60f530c2925405b64538dee445c2f3a8e269184e297c32944e68,,,,
lua,Lua,5.2.2,2013-08-19,"Lua, gîmÅlebilir bir betik dilidir",,,lua,the Lua team,,http://www.lua.org/,,,,DOS,MIT license,devel,,8ff36b89cecaf4bc47fc0ffb6ff53d2c,c8c6cd860edec736776bfa42e468a9324594b896b7be1a952b37b01656b6d56c,,,,
lynx,Lynx,2.8.9-16,2017-07-31,Lynx metin ve grafik WWW tarayçcçsç  (DJGPP taüçmasç),,,"www, tarayçcç, ònternet",Thomas E. Dickey,Juan Manuel Guerrero,http://www.delorie.com/pub/djgpp/current/v2tk/,ftp://ftp.delorie.com/pub/djgpp/current/v2tk/,http://lynx.browser.org,,"DOS, FreeDOS","GNU General Public License, Version 2",net,,08d586bb1c203471c65a1c1ca13d2416,5942fa4828c61aac25c4e820821e6a0eceb5b5dedd79ac9e8813031c1a385bf9,,,,
